locusName	rice.defline	Pfam	Panther	KOG	KO	Best.hit.arabi.name	arabi.symbol	Best.hit.rice.name	rice.symbol
Sobic.003G010800	C4-dicarboxylate transporter/malic acid transport protein, expressed	PF03595	PTHR31269,PTHR31269:SF5			AT5G24030.1	SLAH3	LOC_Os01g12680.4	NA
Sobic.003G010900	expressed protein	PF16021				AT2G46200.2		LOC_Os01g12670.5	NA
Sobic.003G011000	AAA-type ATPase family protein, putative, expressed	PF05496	PTHR23074,PTHR23074:SF77	KOG0737		AT1G64110.3		LOC_Os01g12660.1	NA
Sobic.003G011100	reticulon domain containing protein, putative, expressed	PF02453	PTHR10994,PTHR10994:SF70	KOG1792		AT4G23630.1	BTI1,RTNLB1	LOC_Os01g12650.1	NA
Sobic.003G011200	expressed protein		PTHR33929,PTHR33929:SF1			AT1G64080.1		LOC_Os01g12640.2	NA
Sobic.003G011300	expressed protein		PTHR21551,PTHR21551:SF6		K12617	AT1G79090.2		LOC_Os02g19330.2	NA
Sobic.003G011400	late embryogenesis abundant protein, putative, expressed	PF03168	PTHR31459,PTHR31459:SF4			AT1G01470.1	LEA14,LSR3	LOC_Os01g12580.1	NA
Sobic.003G011600	3-methyl-2-oxobutanoate hydroxymethyltransferase, putative, expressed	PF02548	PTHR20881,PTHR20881:SF0	KOG2949	K00606	AT2G46110.1	KPHMT1,PANB1	LOC_Os01g12560.1	NA
Sobic.003G011700	3-methyl-2-oxobutanoate hydroxymethyltransferase, putative, expressed	PF02548	PTHR20881,PTHR20881:SF0	KOG2949	K00606	AT2G46110.1	KPHMT1,PANB1	LOC_Os01g12560.1	NA
Sobic.003G011800	3-methyl-2-oxobutanoate hydroxymethyltransferase, putative, expressed	PF02548	PTHR20881,PTHR20881:SF0	KOG2949	K00606	AT3G61530.2	PANB2	LOC_Os01g12560.1	NA
Sobic.003G011900	expressed protein	PF04278	PTHR35138			AT5G62650.1		LOC_Os01g12550.1	NA
Sobic.003G012000	GTPase of unknown function domain containing protein, putative, expressed	PF14714,PF01926	PTHR11649,PTHR11649:SF5	KOG1191		AT5G39960.1		LOC_Os01g12540.1	NA
Sobic.003G012100	smr domain containing protein, expressed	PF08590	PTHR13308:SF22,PTHR13308			AT5G58720.1		LOC_Os01g12530.1	NA
Sobic.003G012200	tRNA synthetases class II domain containing protein, expressed	PF00152	PTHR22594,PTHR22594:SF33		K01876	AT4G31180.2		LOC_Os02g46130.1	NA
Sobic.003G012300	mitochondrial carrier protein, putative, expressed	PF00153	PTHR24089,PTHR24089:SF270	KOG0762	K15109	AT1G79900.1	ATMBAC2,BAC2	LOC_Os01g12520.1	NA
Sobic.003G012400	flavin monooxygenase, putative, expressed	PF00743	PTHR23023,PTHR23023:SF153	KOG1399		AT4G13260.1	YUC2	LOC_Os01g12490.1	NA
Sobic.003G012500	expressed protein	PF15375	PTHR28096			AT2G44820.1		LOC_Os01g12480.1	NA
Sobic.003G012600	expressed protein		PTHR33600,PTHR33600:SF2			AT5G53280.1	PDV1	LOC_Os01g12460.1	NA
Sobic.003G012700	40S ribosomal protein S15a, putative, expressed	PF00410	PTHR11758,PTHR11758:SF16	KOG1754	K02957	AT1G07770.1	RPS15A	LOC_Os02g27760.1	NA
Sobic.003G012750									NA
Sobic.003G012800	AP2 domain containing protein, expressed	PF00847	PTHR31194,PTHR31194:SF16			AT4G27950.1	CRF4	LOC_Os01g12440.1	NA
Sobic.003G012900	receptor-like protein kinase, putative, expressed	PF00954,PF08276,PF01453,PF00069	PTHR27002,PTHR27002:SF10	KOG1187		AT2G19130.1		LOC_Os01g12430.1	NA
Sobic.003G013000	inactive receptor kinase At2g26730 precursor, putative, expressed	PF08263,PF07714	PTHR27008,PTHR27008:SF36	KOG1187		AT4G23740.1		LOC_Os01g12390.1	NA
Sobic.003G013100	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF272			AT5G45910.1		LOC_Os01g12320.1	NA
Sobic.003G013300	expressed protein							LOC_Os09g36400.1	NA
Sobic.003G013400	S-locus lectin protein kinase family protein, putative, expressed	PF00954,PF08276,PF01453,PF00069	PTHR27002,PTHR27002:SF141	KOG1187		AT2G19130.1		LOC_Os01g12290.1	NA
Sobic.003G013600	expressed protein							LOC_Os01g12270.1	NA
Sobic.003G013700	vacuolar ATP synthase subunit E, putative, expressed	PF01991	PTHR12317,PTHR12317:SF21	KOG1664	K02150	AT4G11150.1	emb2448,TUF,TUFF,VHA-E1	LOC_Os01g12260.1	NA
Sobic.003G013800	expressed protein		PTHR21556			AT5G52950.1		LOC_Os01g12250.1	NA
Sobic.003G013900									NA
Sobic.003G013950									NA
Sobic.003G014000	peptidase C45, acyl-coenzyme A/6-aminopenicillanic acid acyl-transferase, putative, expressed	PF03417	PTHR34180					LOC_Os01g12230.1	NA
Sobic.003G014100	uncharacterized protein family UPF0016 domain containing protein, expressed	PF01169	PTHR12608,PTHR12608:SF6	KOG2881		AT1G64150.1		LOC_Os01g12220.1	NA
Sobic.003G014200	protein kinase domain containing protein, expressed	PF07714	PTHR24056,PTHR24056:SF186	KOG0658,KOG0594,KOG0659	K08818	AT5G63370.3		LOC_Os12g23930.1	NA
Sobic.003G014300	expressed protein	PF12680	PTHR31094	KOG4457		AT2G46220.1		LOC_Os01g12200.1	NA
Sobic.003G014400	expressed protein		PTHR33513,PTHR33513:SF4			AT5G41761.1		LOC_Os01g12190.1	NA
Sobic.003G014500	ethylene-insensitive protein, putative, expressed	PF01566	PTHR11706,PTHR11706:SF49	KOG1291	K14513	AT5G03280.1	ATEIN2,CKR1,EIN2,ERA3,ORE2,ORE3,PIR2	LOC_Os07g06130.2	NA
Sobic.003G014600	L-ascorbate oxidase precursor, putative, expressed	PF07732,PF00394,PF07731	PTHR11709,PTHR11709:SF91	KOG1263		AT4G39830.1		LOC_Os09g32952.1	NA
Sobic.003G014700	pentatricopeptide, putative, expressed	PF01535,PF13041	PTHR24015,PTHR24015:SF47			AT2G33680.1		LOC_Os01g27650.1	NA
Sobic.003G014766	L-ascorbate oxidase precursor, putative, expressed	PF00394	PTHR11709,PTHR11709:SF91			AT4G39830.1		LOC_Os09g20090.1	NA
Sobic.003G014832	OsFBX176 - F-box domain containing protein, expressed		PTHR31790,PTHR31790:SF17					LOC_Os05g49400.1	NA
Sobic.003G014900	expressed protein		PTHR34380,PTHR34380:SF1			AT5G53220.3		LOC_Os01g12180.1	NA
Sobic.003G015000	OsGH3.3 - Probable indole-3-acetic acid-amido synthetase, expressed	PF03321	PTHR31901,PTHR31901:SF13		K14487	AT2G46370.4	FIN219,JAR1	LOC_Os01g12160.1	NA
Sobic.003G015100	OsGH3.3 - Probable indole-3-acetic acid-amido synthetase, expressed	PF03321	PTHR31901,PTHR31901:SF13		K14487	AT2G46370.2	FIN219,JAR1	LOC_Os01g12160.1	NA
Sobic.003G015200	nodulin MtN3 family protein, putative, expressed	PF03083	PTHR10791,PTHR10791:SF28	KOG1623	K15382	AT5G53190.1		LOC_Os01g12130.1	NA
Sobic.003G015300	expressed protein	PF05922	PTHR37379,PTHR37379:SF1			AT4G30020.1		LOC_Os01g12110.2	NA
Sobic.003G015400	ribosomal protein S6 family protein, putative, expressed	PF01250	PTHR21011,PTHR21011:SF5		K02990	AT3G18760.1		LOC_Os01g12090.1	NA
Sobic.003G015500									NA
Sobic.003G015600	plant-specific domain TIGR01589 family protein, putative, expressed	PF09713	PTHR31871,PTHR31871:SF9			AT2G46420.1		LOC_Os01g12080.1	NA
Sobic.003G015700	endoglucanase precursor, putative, expressed	PF09478,PF00759	PTHR22298,PTHR22298:SF19			AT4G11050.1	AtGH9C3,GH9C3	LOC_Os01g12070.1	NA
Sobic.003G015800	endoglucanase precursor, putative, expressed	PF09478,PF00759	PTHR22298,PTHR22298:SF19			AT4G11050.1	AtGH9C3,GH9C3	LOC_Os01g12070.1	NA
Sobic.003G015900	CWC15 homolog A, putative, expressed	PF04889	PTHR12718	KOG3228	K12863	AT3G13200.1	EMB2769	LOC_Os06g01700.1	NA
Sobic.003G015950	protein phosphatase 2C, putative, expressed					AT5G59220.1	HAI1	LOC_Os04g42260.1	NA
Sobic.003G016000	LTPL18 - Protease inhibitor/seed storage/LTP family protein precursor, expressed		PTHR33076,PTHR33076:SF8			AT4G33355.1		LOC_Os01g12020.1	NA
Sobic.003G016100	expressed protein							LOC_Os01g12000.1	NA
Sobic.003G016200	expressed protein		PTHR15537,PTHR15537:SF3			AT5G36000.1		LOC_Os01g11990.1	NA
Sobic.003G016300	SFT2, putative, expressed	PF04178	PTHR23137	KOG2887		AT5G24170.1		LOC_Os01g11980.1	NA
Sobic.003G016400	expressed protein		PTHR37227,PTHR37227:SF1			AT3G25545.1		LOC_Os01g11970.1	NA
Sobic.003G016500	histone-lysine N-methyltransferase ATX5, putative, expressed	PF13831,PF00855,PF00856,PF13832	PTHR13793,PTHR13793:SF5			AT4G27910.1	ATX4,SDG16	LOC_Os01g11952.1	NA
Sobic.003G016600	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF181			AT5G45910.1		LOC_Os01g11650.1	NA
Sobic.003G016700	OsFBX380 - F-box domain containing protein, expressed	PF12937	PTHR32133,PTHR32133:SF101					LOC_Os10g12200.1	NA
Sobic.003G016800	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF243			AT5G45910.1		LOC_Os01g11700.1	NA
Sobic.003G016900	splicing factor 3B subunit 1, putative, expressed	PF08920	PTHR12097,PTHR12097:SF1		K12828	AT5G64270.1		LOC_Os02g05310.4	NA
Sobic.003G016950									NA
Sobic.003G017000									NA
Sobic.003G017100	ABC transporter, ATP-binding protein, putative, expressed	PF00005,PF05992	PTHR11384,PTHR11384:SF3			AT1G54350.1		LOC_Os01g11946.1	NA
Sobic.003G017200	osFTL1 FT-Like1 homologous to Flowering Locus T gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed	PF01161	PTHR11362,PTHR11362:SF21	KOG3346	K16223	AT1G65480.1	FT	LOC_Os01g11940.1	NA
Sobic.003G017300	CTP synthase, putative, expressed	PF00117,PF06418	PTHR11550,PTHR11550:SF6		K01937	AT1G30820.1		LOC_Os01g43020.1	NA
Sobic.003G017400	phosphoacetylglucosamine mutase, putative, expressed	PF02880,PF00408,PF02878	PTHR22573,PTHR22573:SF15		K01836	AT5G18070.1	DRT101	LOC_Os07g09720.1	NA
Sobic.003G017500	TTL1, putative, expressed	PF00085,PF13414	PTHR22904,PTHR22904:SF366	KOG0548,KOG0907		AT2G42580.1	TTL3,VIT	LOC_Os05g11990.1	NA
Sobic.003G017601	basic helix-loop-helix, putative, expressed	PF00010	PTHR12565,PTHR12565:SF181			AT1G68810.1		LOC_Os01g11910.1	NA
Sobic.003G017700	DJ-1 family protein, putative, expressed	PF01965	PTHR11019,PTHR11019:SF100	KOG2764		AT1G53280.1		LOC_Os01g11880.1	NA
Sobic.003G017800	DJ-1 family protein, putative, expressed	PF01965	PTHR11019,PTHR11019:SF95	KOG2764		AT1G53280.1		LOC_Os01g11860.1	NA
Sobic.003G017900	expressed protein							LOC_Os10g32470.1	NA
Sobic.003G018000	expressed protein		PTHR33388,PTHR33388:SF1					LOC_Os01g11430.1	NA
Sobic.003G018150									NA
Sobic.003G018300	zinc finger, C3HC4 type domain containing protein, expressed	PF13639	PTHR14155,PTHR14155:SF152			AT2G42350.1		LOC_Os01g11480.1	NA
Sobic.003G018400	zinc finger, C3HC4 type domain containing protein, expressed	PF13639	PTHR14155			AT2G42360.1		LOC_Os01g11500.1	NA
Sobic.003G018600	LSM domain containing protein, expressed	PF01423	PTHR11193	KOG1774	K11097	AT2G18740.1		LOC_Os08g05530.1	NA
Sobic.003G018700	TCP family transcription factor, putative, expressed	PF03634	PTHR31072,PTHR31072:SF3			AT3G15030.3	MEE35,TCP4	LOC_Os01g11550.1	NA
Sobic.003G018800	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR14209,PTHR14209:SF7	KOG3035		AT5G45920.1		LOC_Os01g11570.1	NA
Sobic.003G018900	bromodomain containing protein, expressed	PF00439,PF17035	PTHR22880,PTHR22880:SF138		K11684	AT1G06230.2	GTE4	LOC_Os01g11580.1	NA
Sobic.003G019000	uncharacterized protein HI0077, putative, expressed	PF04305	PTHR21496,PTHR21496:SF8			AT1G06240.1		LOC_Os01g11590.2	NA
Sobic.003G019100	KIN, antigenic determinant of recA protein, putative, expressed	PF10357	PTHR12805	KOG2837	K13102	AT1G55460.1		LOC_Os03g37330.1	NA
Sobic.003G019200	expressed protein		PTHR33834,PTHR33834:SF1			AT2G31090.1		LOC_Os01g11600.1	NA
Sobic.003G019300	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF260			AT5G45910.1		LOC_Os01g11620.1	NA
Sobic.003G019400	expressed protein		PTHR34359,PTHR34359:SF2			AT1G73965.1	CLE13	LOC_Os02g21890.1	NA
Sobic.003G019450									NA
Sobic.003G019500									NA
Sobic.003G019600									NA
Sobic.003G019700	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF181			AT5G45910.1		LOC_Os01g11650.1	NA
Sobic.003G019800	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF243			AT1G28590.1		LOC_Os01g11700.1	NA
Sobic.003G019900	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF211			AT5G45910.1		LOC_Os01g11710.1	NA
Sobic.003G020000									NA
Sobic.003G020100									NA
Sobic.003G020200	GDSL-like lipase/acylhydrolase, putative, expressed		PTHR22835,PTHR22835:SF149			AT1G28600.1		LOC_Os01g11750.1	NA
Sobic.003G020300	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF280			AT1G28670.1	ARAB-1	LOC_Os01g11750.1	NA
Sobic.003G020400	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF280			AT5G45910.1		LOC_Os01g11750.1	NA
Sobic.003G020500	GDSL-like lipase/acylhydrolase, putative, expressed	PF00657	PTHR22835,PTHR22835:SF280			AT1G28670.1	ARAB-1	LOC_Os01g11750.1	NA
Sobic.003G020600	powdery mildew resistant protein 5, putative, expressed	PF14416,PF13839	PTHR32285,PTHR32285:SF69			AT2G34070.1	TBL37	LOC_Os01g11810.1	NA
Sobic.003G020700									NA
Sobic.003G020800						AT2G16535.1			NA
Sobic.003G020900									NA
Sobic.003G021000	aspartic proteinase nepenthesin-1 precursor, putative, expressed	PF00026,PF14541	PTHR13683,PTHR13683:SF360	KOG1339		AT2G03200.1		LOC_Os08g36540.1	NA
Sobic.003G021100	expressed protein							LOC_Os01g11850.1	NA
Sobic.003G021200	WD domain, G-beta repeat domain containing protein, expressed	PF00400	PTHR11024	KOG1332	K14004	AT2G30050.1		LOC_Os02g04320.1	NA
Sobic.003G021300	zinc knuckle domain containing protein, expressed		PTHR22639,PTHR22639:SF44					LOC_Os05g40490.1	NA
Sobic.003G021401									NA
Sobic.003G021500	sodium/calcium exchanger protein, putative, expressed	PF01699	PTHR10891,PTHR10891:SF633			AT1G53210.1		LOC_Os01g11414.1	NA
Sobic.003G021600	ATP-dependent RNA helicase, putative, expressed	PF00271,PF04408,PF07717	PTHR18934		K13117	AT4G18465.1		LOC_Os01g11370.1	NA
Sobic.003G021700	flavonol synthase/flavanone 3-hydroxylase, putative, expressed	PF14226,PF03171	PTHR10209,PTHR10209:SF165	KOG0143	K05278	AT5G08640.2	ATFLS1,FLS,FLS1	LOC_Os02g52840.1	NA
Sobic.003G021800	bZIP transcription factor domain containing protein, expressed	PF00170	PTHR13301,PTHR13301:SF50			AT3G58120.1	ATBZIP61,BZIP61	LOC_Os01g11350.1	NA
Sobic.003G021900	cytochrome P450, putative, expressed	PF00067	PTHR24286,PTHR24286:SF0	KOG0157	K09832	AT2G34500.1	CYP710A1	LOC_Os01g11340.1	NA
Sobic.003G022000	phospho-N-acetylmuramoyl-pentapeptide-transferase, putative, expressed	PF00953	PTHR22926,PTHR22926:SF3		K01000	AT4G18270.1	ATTRANS11,TRANS11	LOC_Os01g11260.1	NA
Sobic.003G022200	DUF538 domain containing protein, putative, expressed	PF04398	PTHR31676,PTHR31676:SF7			AT1G09310.1		LOC_Os01g11240.1	NA
Sobic.003G022300	SOUL heme-binding protein, putative, expressed	PF04832	PTHR11220,PTHR11220:SF25			AT1G17100.1		LOC_Os01g11230.1	NA
Sobic.003G022400	hydrolase, acting on carbon-nitrogen, putative, expressed	PF04765	PTHR12956,PTHR12956:SF13			AT5G46220.1		LOC_Os01g11220.1	NA
Sobic.003G022500	expressed protein							LOC_Os01g11210.1	NA
Sobic.003G022600	amino acid permease family protein, putative, expressed	PF13906,PF00324	PTHR11785,PTHR11785:SF267	KOG1286		AT2G34960.1	CAT5	LOC_Os01g11160.1	NA
Sobic.003G022700	gibberellin 2-beta-dioxygenase, putative, expressed	PF14226,PF03171	PTHR10209,PTHR10209:SF106	KOG0143	K04125	AT1G78440.1	ATGA2OX1,GA2OX1	LOC_Os01g11150.1	NA
Sobic.003G022800	ribosomal protein L23 family protein, putative, expressed	PF00276	PTHR12059,PTHR12059:SF5		K02892	AT4G39880.1		LOC_Os07g23244.1	NA
Sobic.003G022900	RNA recognition motif containing protein, putative, expressed	PF14570	PTHR12603,PTHR12603:SF4	KOG2068	K10643	AT3G45630.1		LOC_Os01g11130.1	NA
Sobic.003G023000	CID11, putative, expressed	PF07145,PF00076	PTHR24012	KOG0148,KOG0131		AT3G14450.1	CID9	LOC_Os01g11120.1	NA
Sobic.003G023100	transposable element protein, putative, containing Pfam profile: PF03732, Retrotrans_gag, expressed	PF03732	PTHR33223,PTHR33223:SF1					LOC_Os01g11080.1	NA
Sobic.003G023200	DNA repair protein Rad51, putative, expressed	PF08423	PTHR22942,PTHR22942:SF14	KOG1434	K10870	AT2G45280.2	ATRAD51C,RAD51C	LOC_Os01g39630.1	NA
Sobic.003G023300	Alg9-like mannosyltransferase protein, putative, expressed	PF03901	PTHR22760,PTHR22760:SF2		K03846	AT1G16900.1		LOC_Os01g11070.1	NA
Sobic.003G023400	SCAR-like protein 2, putative, expressed		PTHR12902			AT1G29170.1	ATSCAR3,SCAR3,WAVE2	LOC_Os01g11040.1	NA
Sobic.003G023450									NA
Sobic.003G023500	syntaxin, putative, expressed	PF05739	PTHR19957,PTHR19957:SF108	KOG0809	K08489	AT3G05710.2	ATSYP43,SYP43	LOC_Os06g02570.1	NA
Sobic.003G023600	peptide-N4-asparagine amidase A, putative, expressed	PF12222	PTHR31104,PTHR31104:SF3			AT3G14920.1		LOC_Os01g11010.1	NA
Sobic.003G023666	peptide-N4-asparagine amidase A, putative, expressed	PF12222	PTHR31104,PTHR31104:SF5			AT3G14920.1		LOC_Os01g10960.1	NA
Sobic.003G023732									NA
Sobic.003G023800	peptide-N4-asparagine amidase A, putative, expressed	PF12222	PTHR31104,PTHR31104:SF4			AT3G14920.1		LOC_Os01g10950.1	NA
Sobic.003G023901	transposon protein, putative, Pong sub-class, expressed		PTHR11260,PTHR11260:SF319			AT5G41220.1	ATGSTT3,GST10C,GSTT3	LOC_Os02g26740.1	NA
Sobic.003G024000	peptide-N4-asparagine amidase A, putative, expressed	PF12222	PTHR31104,PTHR31104:SF1			AT3G14920.1		LOC_Os01g10930.1	NA
Sobic.003G024100	MRH1, putative, expressed	PF13855,PF08263,PF07714	PTHR27001,PTHR27001:SF38	KOG1187		AT4G18640.1	MRH1	LOC_Os01g10900.2	NA
Sobic.003G024200	glutathione gamma-glutamylcysteinyltransferase 1, putative, expressed	PF05023,PF09328	PTHR33447,PTHR33447:SF2	KOG0632	K05941	AT5G44070.1	ARA8,ATPCS1,CAD1,PCS1	LOC_Os06g01260.1	NA
Sobic.003G024300	glutathione gamma-glutamylcysteinyltransferase 1, putative, expressed	PF05023,PF09328	PTHR33447,PTHR33447:SF2	KOG0632	K05941	AT5G44070.1	ARA8,ATPCS1,CAD1,PCS1	LOC_Os06g01260.1	NA
Sobic.003G024400	CAMK_KIN1/SNF1/Nim1_like.8 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	PF14531,PF03822	PTHR24347,PTHR24347:SF212	KOG0583		AT5G45820.1	CIPK20,PKS18,SnRK3.6	LOC_Os01g10890.1	NA
Sobic.003G024450									NA
Sobic.003G024500	expressed protein							LOC_Os01g10880.1	NA
Sobic.003G024600	CAMK_KIN1/SNF1/Nim1_like.7 - CAMK includes calcium/calmodulin depedent protein kinases, expressed	PF14531,PF03822	PTHR24347,PTHR24347:SF168	KOG0583		AT4G18700.1	ATWL4,CIPK12,SnRK3.9,WL4	LOC_Os01g10870.1	NA
Sobic.003G024700	peroxidase precursor, putative, expressed	PF00141	PTHR31388,PTHR31388:SF5		K00430	AT5G05340.1		LOC_Os01g10850.1	NA
Sobic.003G024800	CGMC_GSK.2 - CGMC includes CDA, MAPK, GSK3, and CLKC kinases, expressed	PF07714	PTHR24057,PTHR24057:SF5		K14502	AT1G06390.2	ATGSK1,ATSK2-3,ATSK22,BIL2,GSK1,SK22	LOC_Os01g10840.1	NA
Sobic.003G024900	carnitine racemase like protein, putative, expressed	PF00378	PTHR11941,PTHR11941:SF84			AT1G65520.1	ATECI1,ECHIC,ECI1,PEC11	LOC_Os01g10830.1	NA
Sobic.003G025000	carnitine racemase like protein, putative, expressed	PF00378	PTHR11941,PTHR11941:SF84			AT1G65520.1	ATECI1,ECHIC,ECI1,PEC11	LOC_Os01g10830.1	NA
Sobic.003G025100	PSF2 - Putative GINS complex subunit, expressed	PF05916	PTHR12772	KOG4071	K10733	AT3G12530.1	PSF2	LOC_Os01g14610.1	NA
Sobic.003G025200	ribosomal protein L5, putative, expressed	PF00281,PF00673	PTHR11994,PTHR11994:SF14	KOG0397	K02868	AT5G45775.2		LOC_Os06g35730.1	NA
Sobic.003G025300	lectin protein kinase family protein, putative, expressed	PF08276,PF01453,PF00069	PTHR27002,PTHR27002:SF20	KOG1187		AT4G32300.1	SD2-5	LOC_Os04g23760.1	NA
Sobic.003G025400									NA
Sobic.003G025500	ZOS8-02 - C2H2 zinc finger protein, expressed					AT5G25160.1	ZFP3	LOC_Os08g17640.1	NA
Sobic.003G025600	POLD3 - Putative DNA polymerase delta complex subunit, expressed	PF09507	PTHR17598		K03504	AT1G78650.1	POLD3	LOC_Os01g10690.1	NA
Sobic.003G025700	GIL1, putative, expressed	PF04859	PTHR31161,PTHR31161:SF5			AT1G53380.3		LOC_Os01g10680.1	NA
Sobic.003G025800									NA
Sobic.003G025900									NA
Sobic.003G026000									NA
Sobic.003G026100									NA
Sobic.003G026200	expressed protein		PTHR23111,PTHR23111:SF24			AT1G53460.1		LOC_Os01g10630.1	NA
Sobic.003G026300	BES1/BZR1 homolog protein, putative, expressed	PF05687	PTHR31506,PTHR31506:SF5			AT1G78700.1	BEH4	LOC_Os01g10610.1	NA
Sobic.003G026400	aquaporin protein, putative, expressed	PF00230	PTHR19139,PTHR19139:SF184	KOG0223	K09874	AT4G18910.1	ATNLM2,NIP1;2,NLM2	LOC_Os05g11560.1	NA
Sobic.003G026600	osFTL8 FT-Like8 homologous to Flowering Locus T gene; contains Pfam profile PF01161: Phosphatidylethanolamine-binding protein, expressed	PF01161	PTHR11362,PTHR11362:SF27	KOG3346	K16223	AT1G65480.1	FT	LOC_Os01g10590.1	NA
Sobic.003G026700	B-box zinc finger family protein, putative, expressed	PF00643	PTHR31832,PTHR31832:SF13			AT1G78600.2	DBB3,LZF1,STH3	LOC_Os01g10580.1	NA
Sobic.003G026900	expressed protein		PTHR36892,PTHR36892:SF1					LOC_Os01g10530.2	NA
Sobic.003G027000	OsMADS3 - MADS-box family gene with MIKCc type-box, expressed	PF01486,PF00319	PTHR11945,PTHR11945:SF170	KOG0014	K09264	AT4G18960.1	AG	LOC_Os01g10504.1	NA
Sobic.003G027100	keratin, type I cytoskeletal 9, putative, expressed		PTHR33210,PTHR33210:SF7			AT2G42840.1	PDF1	LOC_Os01g10490.1	NA
Sobic.003G027200	plastocyanin-like domain containing protein, putative, expressed	PF02298	PTHR33021,PTHR33021:SF27			AT5G53870.1	AtENODL1,ENODL1	LOC_Os01g10480.1	NA
Sobic.003G027300	RALFL19 - Rapid ALkalinization Factor RALF family protein precursor, expressed	PF05498	PTHR33136,PTHR33136:SF9			AT4G15800.1	RALFL33	LOC_Os05g11330.1	NA
Sobic.003G027350	SNF2 family N-terminal domain containing protein, expressed	PF00271	PTHR10799,PTHR10799:SF705			AT1G61140.1	EDA16	LOC_Os01g57110.1	NA
Sobic.003G027400	VQ domain containing protein, putative, expressed	PF05678	PTHR33402,PTHR33402:SF5			AT1G28280.2		LOC_Os01g54400.1	NA
Sobic.003G027500	protein kinase domain containing protein, expressed	PF07714	PTHR23257,PTHR23257:SF501	KOG0192		AT5G58950.1		LOC_Os01g10450.2	NA
Sobic.003G027600	xylosyltransferase, putative, expressed	PF02485	PTHR19297,PTHR19297:SF75	KOG0799		AT3G15350.2		LOC_Os01g10440.1	NA
Sobic.003G027700	xylosyltransferase, putative, expressed	PF02485	PTHR19297,PTHR19297:SF75	KOG0799		AT4G27480.1		LOC_Os01g10440.1	NA
Sobic.003G027800	protein kinase family protein, putative, expressed	PF00069	PTHR24056,PTHR24056:SF204			AT1G53050.1		LOC_Os01g10430.1	NA
